Participant,Event Duration [ms],Visual Intake Position X [px],Visual Intake Position Y [px],Visual Intake Average Pupil Size X [px],Visual Intake Average Pupil Size Y [px],Visual Intake Average Pupil Diameter [mm],Visual Intake Dispersion X [px],Visual Intake Dispersion Y [px],Label
calvin (1),83,363,356.7,85.2,82.8,4.6,19.1,15.6,N
calvin (1),315.4,331.6,317.2,84.8,80.9,4.6,157.7,210,N
calvin (1),199.1,254.1,200.3,85.3,80,4.6,91.8,150.9,N
calvin (1),116.6,15.9,-204.7,83.1,78,4.4,190,342.1,N
calvin (1),165.8,1184,3736,84.1,76.5,4.6,296.7,473.8,N
calvin (1),132.7,868,3301.2,84.4,76.3,4.7,34.7,18.5,N
calvin (1),115.8,1196.1,3751.5,83.9,75.4,4.6,244.4,402.1,N
calvin (1),83,179.4,3343.4,84.2,76.4,4.7,36.2,22.9,N
calvin (1),116.1,230.7,174.8,85.1,78.9,4.6,164,244.1,N
calvin (1),99.9,567.4,342.3,83.2,66,4.3,46.2,85.4,N
calvin (1),99.6,652,430.4,81.3,61.7,4.2,8.4,55.7,N
calvin (1),183.1,275.4,325.7,88.5,85.4,4.6,68.7,116.7,N
calvin (1),82.8,727.7,632.5,80.4,62.4,4.2,24.1,83.3,N
calvin (1),165.8,651.1,420,79.7,58.7,4.1,42.8,222.2,N
calvin (1),99.4,734.4,1073.4,78.2,66,4.2,11.7,113.3,N
calvin (1),149.6,654.2,596.7,76.6,66.7,4,5.5,8.4,N
calvin (1),149.6,687.3,487.1,78.4,60.1,4.1,86.2,170.6,N
Connor (1),116.7,861.3,276.1,60.6,42,3,5.8,6.8,Y
Connor (1),366,864.7,431.1,61.9,47.5,3.2,22.7,53.8,Y
Connor (1),99.8,606.7,485,64.5,51.3,3.3,17.1,7.7,Y
Connor (1),416,662.7,502.2,67.1,55.4,3.5,91.9,22,Y
Connor (1),166.4,562.2,399.2,69.7,53.3,3.6,29.7,43.8,Y
Connor (1),149.6,728.6,213.9,69.3,45.7,3.6,25.9,26.6,Y
Connor (1),266.3,782.3,158.4,69.3,44.2,3.6,51.4,62.4,Y
Connor (1),299.7,788,280.3,69.2,47.8,3.5,120.7,178.4,Y
Connor (1),199.6,931.3,378.5,67.1,51.3,3.6,20.3,113.3,Y
Connor (1),283.3,876.2,258.8,69.1,47.9,3.5,29.9,42.3,Y
Connor (1),565.5,877.5,216.6,68.6,46.6,3.6,38.3,89.6,Y
Connor (1),149.7,821,308.2,71.3,51,3.7,21.5,31.2,Y
Connor (1),282.9,902.2,191.1,68.6,46.1,3.6,12.7,31.7,Y
Connor (1),133,903.5,314.6,69.1,51.5,3.7,23.2,10.8,Y
Connor (1),216.3,890.2,217.6,68.2,46.5,3.6,43.2,30.2,Y
Connor (1),133.1,777.8,265.5,69.3,48.3,3.6,5.6,6.5,Y
Connor (1),83.5,613.1,248.5,67.6,42.8,3.3,12.8,15.7,Y
Connor (1),216.6,619.8,448.7,67.3,53,3.4,13.7,56.8,Y
Connor (1),149.7,714.1,561.2,66.7,57.4,3.4,4.5,30,Y
Connor (1),249.4,863.5,557.6,66.1,56.5,3.4,28.3,39.3,Y
Connor (1),233,777.5,659.2,67.6,61.4,3.5,31.6,38.1,Y
Connor (1),99.8,589.7,563.8,67.7,58.5,3.5,14.4,28.5,Y
Connor (1),99.8,506.3,569.2,66.3,60.2,3.5,15.5,9.1,Y
Connor (1),299.5,942.1,496.1,66.3,56.2,3.6,47.3,61.5,Y
Connor (1),382.8,765.9,538.7,69.1,60.1,3.6,24.2,38.2,Y
Connor (1),149.7,763.5,409.8,69,54.8,3.6,3.8,6.9,Y
Connor (1),99.7,858.6,352.2,67.3,50.7,3.6,2.1,2,Y
Connor (1),798.7,875.4,489.7,66.1,55,3.5,29.7,26.5,Y
Connor (1),83,726.9,558.8,67.2,57.2,3.4,16.4,82.7,Y
Connor (1),183.3,796,513,68.5,58.9,3.6,15.4,4.3,Y
Connor (1),266.3,891.5,465.4,67.2,55.3,3.6,12.1,30.9,Y
Connor (1),149.7,898,547.6,67.7,57.4,3.6,51.5,76.3,Y
Connor (1),199.8,867.4,535.1,69.4,58.8,3.6,33.1,32.6,Y
Connor (1),299.5,754.8,449.4,67.8,54.1,3.5,28.2,40.2,Y
Connor (1),632.5,874.5,565.1,64.3,56.4,3.4,125.6,162.6,Y
Connor (1),83.2,996.4,501.5,62.8,53.6,3.4,18,18.7,Y
Connor (1),149.8,965,383.1,62.6,48.7,3.4,14.2,12.4,Y
Connor (1),449.3,787.2,416.4,65,50.2,3.4,89.9,53.1,Y
Connor (1),1064.9,778.1,489.3,66,54.2,3.4,41.7,59.4,Y
Connor (1),482.5,906.7,494.4,67.9,57,3.6,7.9,9.3,Y
Connor (1),249.7,728.8,560.3,70.5,57.9,3.6,6.8,36.3,Y
Connor (1),715.4,839.9,503.9,69.2,57.7,3.6,13.3,13.9,Y
Connor (1),149.8,718.3,418.2,68.1,52.9,3.5,60.1,53,Y
Connor (1),133.2,674.9,305.3,65.5,46.4,3.3,40.1,48.6,Y
Connor (1),515.8,687.7,317.7,65.2,46,3.3,59.2,61.9,Y
Connor (1),216.4,578.5,535,64.8,53.4,3.3,50.7,142.6,Y
Connor (1),199.8,780.9,290.9,65.3,45.2,3.3,16.9,28.4,Y
Connor (1),632.4,791.3,309.9,64.9,46.2,3.2,94.8,53.5,Y
Connor (1),416,781.2,284.9,62.4,44.1,3,75.7,119.2,Y
Connor (1),166.3,786.2,584.3,65.1,53.7,3.2,6.5,5.7,Y
Connor (1),499.4,827.4,384.3,64.3,48.3,3.2,25.7,25.1,Y
Connor (1),266.3,934.8,430.9,62.8,51.6,3.2,74.7,66.5,Y
Connor (1),615.9,935.1,441.7,63.9,52.8,3.3,70.5,23.5,Y
Connor (1),432.7,828.1,374.6,66.8,49.2,3.3,19.9,39.1,Y
Connor (1),183.3,906.2,440.8,65.7,53.8,3.4,21,18.9,Y
Connor (1),449.3,907.4,426,66,52.9,3.4,10.3,35.5,Y
Connor (1),549.1,929.3,429.9,65.8,53.4,3.4,46.6,51.3,Y
Connor (1),249.6,896.3,446.4,67.3,54.5,3.4,56,59.4,Y
Connor (1),349.3,767.8,502.2,69.2,52.2,3.4,20.6,23.2,Y
Connor (1),332.6,842.6,488.4,67.8,53.9,3.3,15.9,55.9,Y
Connor (1),99.9,886.4,393.6,64.2,51.3,3.1,22.1,19.3,Y
Connor (1),133,710.1,370.4,67.4,52.6,3.3,16.4,9.3,Y
Connor (1),83.2,747.7,400.1,66.8,54.2,3.3,16.3,13.5,Y
Connor (1),216.5,726.2,356.3,67.5,52,3.4,26.4,24.2,Y
Connor (1),116.5,964,312.9,61.7,49.6,3.1,42.9,23.2,Y
Connor (1),116.5,980.4,344.6,60.6,50.6,3.1,12.1,27.4,Y
Connor (1),133.1,634.5,378.6,66.4,50.5,3.4,3.9,10.4,Y
Connor (1),99.9,806.1,144.5,50.5,40.3,2.1,6.8,23.9,Y
Connor (1),266.3,646.4,136.2,29.8,22.5,0.4,23.6,23.9,Y
Connor (1),199.6,808,570.8,63.9,49.7,3.1,16.8,27.2,Y
Connor (1),432.7,848.6,520.7,64.1,50.7,3,23.7,36.2,Y
Connor (1),116.4,855.2,479.2,63.1,50.6,2.8,45.5,11.3,Y
Connor (1),166.6,839.5,479,64.9,50.7,3.1,28.6,10.9,Y
Connor (1),183.1,811.2,460.5,65.7,50.1,3.2,10.6,13.3,Y
Connor (1),316.3,799.8,480.6,64.9,51.8,3.2,92.1,13.1,Y
Connor (1),682.2,831.5,464.1,64.6,51.4,3.2,19.4,24.4,Y
Connor (1),901.4,854.5,475.6,65.9,53.1,3.4,41.5,11.5,Y
Connor (1),116.5,723.4,465.4,66.1,53,3.3,4.4,5.6,Y
Connor (1),116.4,678.5,458.5,65.7,51.1,3.3,14.7,3.3,Y
Connor (1),982,764,456.2,64.8,52.4,3.3,35.1,31,Y
Connor (1),1547.6,755.4,463.5,65.4,53.6,3.4,54.3,45.3,Y
Connor (1),832,798.3,487,66.7,55.1,3.4,55.1,28.8,Y
Connor (1),199.7,835.2,512.3,66.8,55.8,3.4,11.3,12.1,Y
Connor (1),432.8,847.4,500.6,65.3,54,3.3,14.9,14.8,Y
Connor (1),332.7,887.3,496.2,65.5,54.2,3.4,21.1,19.1,Y
Connor (1),366.1,928,492.8,66.1,55,3.4,31.2,9.5,Y
Connor (1),582.4,930,504.2,67.3,56.3,3.5,39.4,10.8,Y
Connor (1),931.9,921.2,484.9,66.1,54.9,3.4,105.7,56.4,Y
Connor (1),333,914.5,506,67.8,56.3,3.5,43.2,56.7,Y
Connor (1),1015.1,835.2,480,66.3,53.9,3.4,56.8,56.2,Y
Connor (1),1031.5,880.7,483.6,64.5,53.3,3.3,48.8,24.9,Y
Connor (1),382.8,828,488.3,66.7,55.1,3.4,9.9,19.3,Y
Connor (1),116.6,1030.4,454.5,66,53.9,3.5,5.9,4.4,Y
Connor (1),482.2,854.7,487.4,66.7,55.1,3.4,63.2,26.8,Y
Connor (1),865.4,872.6,495.2,68.1,56.5,3.5,25.5,25.5,Y
Connor (1),648.9,898.3,483.4,67,55.1,3.5,30.3,27.1,Y
Connor (1),299.6,932.4,484.5,67.5,55.8,3.5,13.2,22.2,Y
Connor (1),99.9,711.2,511.8,69,57.2,3.4,7.6,23.2,Y
Connor (1),183.3,631.5,449.8,67.8,54.2,3.4,20.7,87,Y
Connor (1),199.5,914.8,347,67,49.6,3.5,16.6,21.4,Y
Connor (1),200,730.5,395,68.9,52.4,3.4,9.6,48.6,Y
Connor (1),182.5,750.7,467.4,69.2,55.7,3.5,8.1,8.2,Y
Connor (1),183.1,876.4,529.9,68.7,58.6,3.5,9.1,4.1,Y
Connor (1),316.1,856,535.5,69.2,58.3,3.5,10.4,8.1,Y
Connor (1),432.5,774.6,395.6,70,53.6,3.5,91.6,53.3,Y
Connor (1),183.1,762.5,271,69.7,47.7,3.5,47.2,27.5,Y
Connor (1),565.8,867.4,327.6,66.4,48.7,3.4,68,62.1,Y
Connor (1),83.2,945.6,459.4,66.6,54.8,3.5,19.9,22.2,Y
Connor (1),299.3,803.1,201.6,67.5,44.2,3.4,16.5,115.1,Y
Connor (1),166.4,850.9,418.1,67.9,52.7,3.5,2.8,23.7,Y
Connor (1),133.1,745.9,423.4,68.8,53.5,3.5,35,16.9,Y
Connor (1),199.7,695.4,326.4,67.3,48.3,3.4,39.1,20.5,Y
Connor (1),116.5,665.4,354.8,66.6,49.1,3.4,23,17,Y
Connor (1),266.2,931.1,448.4,65.2,53,3.5,98,28.5,Y
Connor (1),149.8,1145.4,421.8,64.7,53.1,3.5,25.7,47.4,Y
Connor (1),316.3,1199.9,364.4,64.1,52.7,3.6,61.9,24.7,Y
Connor (1),249.6,678,420.7,69.1,53.2,3.4,23.2,40.1,Y
Connor (1),216.1,625.9,434.2,69.3,54.2,3.5,26.9,23.5,Y
Connor (1),133.4,913.3,404.7,68,53,3.6,37.4,13.3,Y
Connor (1),282.4,853,630.6,73.4,66.2,3.7,27.6,11,Y
Connor (1),183.4,828,489.6,66.4,55.8,3.4,96.7,11.7,Y
Connor (1),399.2,750.9,417.2,62.8,49.3,3.2,183.4,113.5,Y
Connor (1),199.7,833,535.7,62.5,53.3,3.2,35.6,23,Y
Connor (1),465.9,865.4,510.3,65.8,54.5,3.4,191.2,155.3,Y
Connor (1),166.4,767.3,361.7,67.7,48.8,3.4,19.8,21.5,Y
Connor (1),232.8,707.2,298.5,67.2,46.6,3.2,13.9,19.7,Y
Connor (1),249.5,713,427.4,68.6,52.5,3.4,14.3,9.3,Y
Connor (1),249.3,785.4,483.2,68.2,55.6,3.4,24,11,Y
Connor (1),449.4,712.9,497.8,68.5,56.7,3.4,22,49.5,Y
Connor (1),233,640.6,485.6,69.8,57,3.5,28.6,18,Y
Connor (1),216.3,739.7,649,70.3,63.3,3.5,23.1,7.2,Y
Connor (1),266.4,717.2,663,71.1,64.4,3.5,4,20.8,Y
Connor (1),332.8,793,427.6,70.7,55,3.6,49.5,99.8,Y
Connor (1),166.4,754.3,476.8,70.3,57.3,3.6,4.7,10.6,Y
Connor (1),798.7,769,535.1,73,61.6,3.7,32.1,8.7,Y
Connor (1),698.9,752.4,535,73.3,62.2,3.7,11.8,8.7,Y
Connor (1),149.8,834.7,362.7,72.1,53.1,3.6,4.4,4.6,Y
Connor (1),199.7,910.8,335.4,69.3,51.1,3.6,4.4,4.3,Y
Connor (1),1314.5,900.2,367.6,66.7,50.9,3.5,118.8,87.4,Y
Connor (1),166.4,801.1,427,66.7,53,3.4,23.6,28.1,Y
Connor (1),399.3,729.3,467.9,67.8,55.6,3.4,96.5,96.2,Y
Connor (1),382.8,692.8,498.3,69.4,57.5,3.4,10.3,36.5,Y
Connor (1),199.7,812.9,331.9,68.2,48.5,3.4,19,74.3,Y
Connor (1),166.5,690.8,382.7,68,51.3,3.4,10.7,14.4,Y
Connor (1),132.9,848.4,353.5,68,49.9,3.4,14.9,15.6,Y
Connor (1),549.2,747.5,394.3,69.6,52.9,3.5,71,17.3,Y
Connor (1),316.1,750.8,378.9,69.7,52.2,3.5,31.8,11.7,Y
Connor (1),266.2,786.1,377.9,69.5,51.8,3.5,12.3,7.4,Y
Connor (1),283.1,814.4,394.4,68.4,51.8,3.4,9.7,11.6,Y
Connor (1),132.8,840.2,393.7,67.9,51.4,3.4,13.1,14.2,Y
Connor (1),366,912.5,424.1,66.8,52.3,3.4,53.5,29.9,Y
Connor (1),232.7,932.8,418.8,66.1,52,3.4,14.6,5.6,Y
Connor (1),416,962.9,425.2,66.6,53.2,3.5,44.7,25.3,Y
Connor (1),316.1,971.2,428.5,66.7,53.1,3.5,45,14.7,Y
Connor (1),166.5,952.8,450.5,66.8,53,3.5,32.1,9.3,Y
Connor (1),249.6,973.8,442.6,66.4,53.4,3.5,52.9,30.4,Y
Connor (1),366.1,720.1,333,69.8,50,3.5,153,44,Y
Connor (1),116.4,865.5,319.4,68.7,49.1,3.5,23.8,9.9,Y
Connor (1),199.9,766,344,68.8,50,3.4,12.2,12.8,Y
Connor (1),216.3,746.8,308.8,69.2,49.2,3.4,8.4,24.8,Y
Connor (1),615.7,731.4,267.8,68.7,47.3,3.4,24.1,17.5,Y
Connor (1),183.2,742.7,273.9,69,46.5,3.4,9.1,12.8,Y
Connor (1),1331.3,740.5,258.7,67.8,45.7,3.4,25.1,27.1,Y
Connor (1),333.3,783.8,279.7,64.5,44.6,3.2,35.7,20.2,Y
Connor (1),465.8,807.2,272.6,65.4,45.3,3.3,33.6,14.1,Y
Connor (1),216.3,819,269.7,66.1,45.4,3.3,17.8,4.2,Y
Connor (1),249.7,854.3,303.8,64.5,45.4,3.2,15.3,20.1,Y
Connor (1),282.7,856.6,286,64.1,44.5,3.2,16.2,14.3,Y
Connor (1),299.9,885.9,299.5,64.5,44.8,3.2,12.6,14.7,Y
Connor (1),233.2,918,290.3,64,44.7,3.2,17.1,11.2,Y
Connor (1),635.7,877.6,328.4,65.2,46.3,3.3,124.6,111.2,Y
Connor (1),748.8,830.7,373.6,65.9,48.6,3.3,64.8,85.2,Y
Connor (1),299.7,834.7,382.5,67.2,50.5,3.4,19.6,11.6,Y
Connor (1),266.2,854,362.4,66.6,49.2,3.4,19.5,10.3,Y
Connor (1),382.9,885.5,366.1,66.6,48.9,3.4,13.5,23.2,Y
Connor (1),399.2,913.4,374,66.4,49.2,3.4,10.3,10,Y
Connor (1),366.2,932.5,391.2,65.8,50.2,3.4,35.3,26.3,Y
Connor (1),299.7,946.2,378.6,65.2,49.6,3.4,11.5,20.5,Y
Connor (1),216.4,963,386.8,64.6,49.4,3.4,11.4,12.1,Y
Connor (1),299.7,989.6,399.5,64.9,50.3,3.4,7.9,20.8,Y
Connor (1),382.9,1008.6,408.9,64.9,50.8,3.4,27.1,9.1,Y
Connor (1),282.7,1016.4,388.2,63.8,49.1,3.4,8.9,24.1,Y
Connor (1),282.9,624.3,563.3,64.9,56,3.3,185,67.8,Y
Connor (1),299.5,735.4,573.8,64.1,55.8,3.2,16.6,51.1,Y
Connor (1),216.2,673.6,497.6,62.8,52.5,3.2,15.6,29.1,Y
Connor (1),149.8,730.1,544.1,62.7,54.2,3.2,13.1,24.7,Y
Connor (1),99.6,763.5,457.1,62.8,50.8,3.2,6.6,6.2,Y
Connor (1),682,688.9,391.4,65,50.3,3.2,75.2,31.3,Y
Connor (1),133.3,704.4,434.6,66,52,3.3,6.4,8.8,Y
Connor (1),166.4,845.8,546.1,65.2,56,3.3,40,26.7,Y
Connor (1),99.8,734.4,587.5,66,58.2,3.3,10.4,8,Y
Connor (1),466.1,660.9,482.3,65.7,54.5,3.3,28,20.7,Y
Connor (1),532.6,731.1,456.9,65.7,53.4,3.3,20.1,22.5,Y
Connor (1),848.5,767.1,460.2,65.4,53.4,3.3,13.1,13.3,Y
Connor (1),665.5,790.8,475,64.1,52.9,3.3,11.8,31.9,Y
Connor (1),299.5,808.3,489.3,63.2,52.4,3.2,18,11,Y
Connor (1),299.2,819.6,482.3,62.9,52.2,3.2,6.1,6.8,Y
Connor (1),316,847.5,497.1,63.8,53.3,3.2,4.7,11.3,Y
Connor (1),349.4,868.3,523.3,63.3,54.3,3.2,25.5,28.2,Y
Connor (1),282.9,867,541.3,64.1,54.8,3.2,6.5,29.3,Y
Connor (1),216.3,867.2,514.8,63.8,53.8,3.3,45.5,26.9,Y
Connor (1),515.8,879.3,514,63.7,53.4,3.2,25.6,43.6,Y
Connor (1),249.7,879.5,488,64,53.2,3.3,16.6,7.2,Y
Connor (1),499,881.5,488.4,64.7,53.4,3.3,17,16,Y
Connor (1),349.5,899.7,499.4,65.5,54.7,3.4,40.8,19.7,Y
Connor (1),349.3,897.8,484,64.5,53.5,3.3,22.3,11.1,Y
Connor (1),99.9,625.4,484.5,65.7,54.3,3.3,39.8,18.9,Y
Connor (1),1181.6,792.2,536.7,65.2,55.7,3.2,77.1,61.2,Y
Connor (1),515.9,832.3,538.5,64.5,55.2,3.2,15.8,45.7,Y
Connor (1),299.4,828.5,508.1,64.5,54.5,3.3,20.1,19.2,Y
Connor (1),416,848.6,495.3,63.6,53.3,3.2,20.8,46.8,Y
Connor (1),332.9,871.4,520.3,62.2,53.6,3.2,30.5,20.6,Y
Connor (1),682.1,834.1,546.4,62.7,54.7,3.2,96.5,59.3,Y
Connor (1),299.3,804.1,549.2,62.6,54.4,3.2,5.2,27,Y
Connor (1),316.2,774.8,552.6,63,55.2,3.2,4.9,21.2,Y
Connor (1),549.2,805.8,560.6,63.3,55.2,3.2,20.7,18.4,Y
Connor (1),249.8,841.4,549.5,62.9,54.7,3.2,5.4,9.3,Y
Connor (1),333,870.4,536.9,61.5,53.5,3.2,14.5,56.9,Y
Connor (1),199.4,870,474.1,61.1,50.7,3.2,33.7,19.5,Y
Connor (1),399.4,899.8,501.6,61.3,51.9,3.2,55.2,26.1,Y
Connor (1),515.6,895.9,510.5,62.1,52.7,3.2,31.3,37.7,Y
Connor (1),249.5,906.1,487.7,61.9,52.3,3.2,8.9,6.4,Y
Connor (1),366.1,942.1,498.3,61.1,52.1,3.2,13.7,6.6,Y
Connor (1),232.3,970.3,506.4,62.5,53.8,3.2,8.1,12,Y
Connor (1),150,890.9,511.9,62.7,54,3.2,27.2,2,Y
Connor (1),149.7,658.6,510,62.4,53.6,3.1,9.4,10.8,Y
Connor (1),732.1,883.3,495.9,60.3,50.6,3,47.6,22.1,Y
Connor (1),183.1,492.7,509.6,59.4,51.1,3,18.7,7.7,Y
Connor (1),199.7,905.9,497,60.9,50.8,3.1,10.5,11.8,Y
Connor (1),349.5,931.7,500.4,61.2,52.1,3.1,7,9.1,Y
Connor (1),316.4,938.9,516.1,61.4,52.5,3.2,16.4,33.3,Y
Connor (1),482.6,921.6,536.9,60.5,52.4,3.1,96.5,25.1,Y
Connor (1),748.9,853.6,581.7,61.3,54,3.1,43.7,32.1,Y
Connor (1),266,885.6,568.8,61.4,53.7,3.1,29,26.9,Y
Connor (1),99.5,915,516.3,61.7,52,3.1,3.9,18.7,Y
Connor (1),366,525.9,497.9,62.5,53.1,3.2,304.7,64.5,Y
Connor (1),432.5,668.6,484.8,63.4,53.2,3.2,89.4,9.4,Y
Connor (1),299.6,690.4,511.5,63.2,53.6,3.2,31.3,10.3,Y
Connor (1),283,733.8,526.1,62.9,54.6,3.2,7.7,4.5,Y
Connor (1),199.8,772.1,521.3,63.2,54.3,3.2,10.1,5.8,Y
Connor (1),366,795.4,519.3,62.8,53.5,3.1,15.6,5.5,Y
Connor (1),166.4,710,333,63.4,46.8,3.1,17.3,24.9,Y
Connor (1),249.9,857,387.7,62.1,47.6,3.2,96.2,15,Y
Connor (1),332.5,776.5,397.5,62.8,48.2,3.1,81.5,22.5,Y
Connor (1),149.8,776.7,622.7,62.1,56.1,3.1,22.7,57.4,Y
Connor (1),682.2,814.2,561.7,62.6,54.7,3.1,21.2,26.8,Y
Connor (1),266.2,832.4,555.2,63.3,54.9,3.2,11,11.4,Y
Connor (1),266.3,866.1,570.1,64.3,55.8,3.2,8.6,9.2,Y
Connor (1),299.8,876,557.9,64.3,55.9,3.2,25,9.5,Y
Connor (1),382.7,907.8,555.5,64.5,56.5,3.2,24.3,22.2,Y
Connor (1),183,927.8,568.6,65.1,57.4,3.3,34.8,14.1,Y
Connor (1),149.7,520.1,644.7,65.4,60.1,3.2,46.5,84.9,Y
Connor (1),99.8,569.1,798,66.5,64.8,3.2,10.4,34.8,Y
Connor (1),349.5,523.1,746,66.6,64.1,3.3,52.2,206.2,Y
Connor (1),1048.4,655.1,471.6,67,55.4,3.3,135.4,70.8,Y
Connor (1),499.1,621.9,356.4,66.8,50.3,3.2,89.3,210.8,Y
Connor (1),166.2,448.1,468.2,63.3,55.1,3.2,31.3,8.9,Y
Connor (1),415.9,757.5,468.5,66.4,55,3.3,22.2,98.1,Y
Connor (1),233,806.3,437.5,64.4,51.9,3.2,38.2,48.7,Y
Connor (1),599.1,695.6,419.3,63.6,50.9,3.2,52.5,52.8,Y
Connor (1),83.2,789.1,434.6,61.8,49.8,3.1,2.4,3.9,Y
Connor (1),299.6,908.7,407.5,59.2,47.2,3.1,15.1,28,Y
Connor (1),249.6,781.9,365.3,59.5,44.9,3,65.2,26.1,Y
Connor (1),216.3,597.3,416.3,59.9,47,2.9,11.1,9.9,Y
Connor (1),982,684.3,558.3,60.5,52.9,3,87.7,43.2,Y
Connor (1),182.8,691.6,450.1,60.8,49.8,3,20.5,34.5,Y
Connor (1),299.3,867.6,471.3,60.9,50.6,3.1,13.6,20.8,Y
Connor (1),282.9,950.1,515.4,61.4,53.5,3.2,63.3,52.5,Y
Connor (1),149.8,722.9,405,63.4,49.6,3.2,7.5,18.4,Y
Connor (1),116.4,777.1,380.1,62.9,47.9,3.1,34.2,34.6,Y
Connor (1),299.5,652.4,364.4,62.7,47.1,3.1,18.4,50.3,Y
Connor (1),349.4,773.7,508.4,64,53.9,3.2,36,23.5,Y
Connor (1),1164.8,748.2,453.5,62.1,50.6,3.1,38.3,79.8,Y
Connor (1),233,745.9,415.3,61,48,3,10.5,50.9,Y
Connor (1),182.9,892.6,361.6,59,45.1,3,10.2,27.9,Y
Connor (1),116.5,964.5,370,57.9,45.1,3,11.1,9.8,Y
Connor (1),149.8,705.6,280.2,59.3,41.7,2.9,7.9,22.6,Y
Connor (1),166.4,576.9,265.1,59.2,41.2,2.9,14.2,17,Y
Connor (1),166.4,428.4,226,58.4,39.8,2.9,34.8,8.9,Y
Connor (1),216.3,445.4,240.9,58.3,40.7,2.9,43.2,5.6,Y
Connor (1),83.5,737.7,213.7,59.6,40.4,3,7.1,14.8,Y
Connor (1),149.8,683.8,700,61.9,57,3,18.3,27.4,Y
Connor (1),183,702.2,864.5,63.2,61.2,3,9.6,88.9,Y
Connor (1),133,677.3,662.2,62.1,57.5,3,24,21.5,Y
Connor (1),99.6,637.5,545.5,62.3,53,3.1,7.1,12.1,Y
Connor (1),183,718,507.6,60.7,51.9,3,4.9,14.6,Y
Connor (1),149.8,549.3,545.4,61,53,3,12.5,14.3,Y
Connor (1),282.9,641.3,478.9,64,53.2,3.2,12.7,65.8,Y
Connor (1),199.9,733.8,430.2,64.6,51.7,3.1,7.9,23.2,Y
Connor (1),150.2,752.5,460.8,63.9,52.7,3.2,11.9,3.2,Y
Connor (1),365.8,677,529.4,64.3,55.4,3.2,48.2,26.3,Y
Connor (1),116.4,697.1,454.9,64.3,52,3.2,4.4,40.3,Y
Connor (1),382.8,700.3,398.6,65.6,51.2,3.2,16.1,31.3,Y
Connor (1),765.5,599.2,452.3,64.2,52.8,3.2,19.4,37.6,Y
Connor (1),266.2,416.3,467.2,65.3,57.5,3.4,118.3,12.4,Y
Connor (1),299.5,622.3,267.7,61.9,42.3,3,26.6,25.9,Y
Connor (1),266.3,809.2,436.3,61.9,49.8,3.1,136.8,59.5,Y
Connor (1),199.6,699.3,503.6,66.6,56.8,3.3,28.4,9.5,Y
Connor (1),299.5,762.1,626.1,69.6,63.5,3.4,6.8,8.5,Y
Connor (1),299.7,776,666.7,71.1,66.8,3.5,14.2,16.9,Y
Connor (1),249.7,874.8,427.6,69.7,57.3,3.6,13.3,7.7,Y
Connor (1),216.5,627.3,470.6,71.9,61.8,3.6,66.2,7,Y
Connor (1),133.2,871.9,650.7,74,71,3.8,12.8,5.7,Y
Connor (1),149.6,1093.6,613.9,70.9,69.2,3.8,136.8,55.9,Y
Connor (1),266.3,571.4,941.5,74.7,74.7,3.7,79.1,244.7,Y
Connor (1),482.6,777.9,717.5,70.4,66.7,3.5,135.3,91,Y
Connor (1),199.3,854,694.5,63.3,60.3,3.2,17.8,23.8,Y
Connor (1),266,825.5,706.1,61.7,58.5,3,20.3,28.1,Y
Connor (1),216.3,702.7,688,59.8,56.2,3,7.8,7.7,Y
Connor (1),132.9,653.5,692.3,61,57.5,3,13.2,7.6,Y
Connor (1),133.4,591.2,702.1,60.3,57.4,3,12.3,15.1,Y
Connor (1),216.4,533,707.5,58.8,56.5,2.9,4.9,7.2,Y
Connor (1),166,602.8,697.6,58.8,56,2.9,7.6,13.9,Y
Connor (1),233.1,683.5,717.7,60.4,57.3,3,4.6,34.5,Y
Connor (1),266.2,724.2,690.1,60.2,56.6,3,19.2,66.1,Y
Connor (1),149.8,762.3,686.6,59.2,56.4,3,5.3,18.7,Y
Connor (1),233.2,814.5,679.7,58.5,55.7,2.9,25.8,31.3,Y
Connor (1),133.1,761,699.6,57.5,55.3,2.8,4.7,29.7,Y
Connor (1),199.5,777.3,684.7,58.8,55.6,2.9,9.3,18.2,Y
Connor (1),166.6,912.1,674.8,57.4,55.2,2.9,9.7,20.5,Y
Connor (1),282.8,910,677.7,59.4,56.6,3,8.2,27.6,Y
Connor (1),266.2,523.2,730,60.2,58.4,3,13.7,23.1,Y
Connor (1),183.1,572.6,729.3,60.8,58.3,3,4.8,17.9,Y
Connor (1),116.5,656.2,722.8,60.4,57.4,3,3.1,8.3,Y
Connor (1),99.8,630.5,733.8,61,57.8,3,3.1,13,Y
Connor (1),183.1,705.2,722.5,60.5,57.6,3,6.4,10.5,Y
Connor (1),83.3,692.6,728.8,61.2,58,3,0.5,2.6,Y
Connor (1),166.3,733.4,726.4,62.3,58.2,3,2.5,17.6,Y
Connor (1),249.6,562.7,733.2,61.5,59.7,3,5,14.2,Y
Connor (1),133.2,532.9,729.4,63.4,60.9,3.1,4.3,3.3,Y
Connor (1),432.6,720.8,731.4,65.9,61.9,3.2,23.6,55.9,Y
Connor (1),233,580.8,742.2,65.1,62.4,3.2,12.8,30.1,Y
Connor (1),332.8,810.8,732.4,64.5,60.7,3.1,21.7,15.7,Y
Connor (1),183.1,886.8,738.3,63.1,61.2,3.1,10.2,36.4,Y
